COG,Name,Ocean core,Ocean core (prokaryotes),Gut core,Ocean core (epipelagic),Ocean core (mesopelagic)
NOG72083,,FALSE,FALSE,TRUE,FALSE,TRUE
NOG72086,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72112,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72114,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72119,Transcriptional regulator-like protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72134,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72138,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72152,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72155,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72156,"Hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing",FALSE,FALSE,TRUE,FALSE,TRUE
NOG72183,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72184,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72197,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72204,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72220,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72228,Glyoxalase/Bleomycin resistance protein/dioxygenase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72231,Cysteine-Type endopeptidase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72232,Outer membrane efflux protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72241,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72242,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72263,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72268,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72272,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72276,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72285,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72288,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72319,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72324,Integrase family protein,TRUE,TRUE,TRUE,TRUE,TRUE
NOG72333,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72338,Abortive infection protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72354,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72360,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72373,Metallophosphoesterase domain containing,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72376,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72379,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72390,Clindamycin resistance transfer factor BtgB,FALSE,FALSE,TRUE,FALSE,TRUE
NOG72395,Protein involved in pilus assembly,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72399,Type II restriction protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72415,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72420,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72436,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72445,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72464,"Preprotein translocase, SecE subunit",TRUE,TRUE,FALSE,TRUE,TRUE
NOG72473,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72490,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72497,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72509,Tonb-Dependent protein,TRUE,TRUE,TRUE,TRUE,TRUE
NOG72518,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72519,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72520,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72521,Ribosomal protein S20,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72522,Thermosensitive mutation transmembrane protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72526,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72532,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72537,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG72539,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72548,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72554,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG72562,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72588,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72595,,TRUE,TRUE,TRUE,TRUE,TRUE
NOG72632,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72640,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72650,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72651,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72659,"Von Willebrand factor, type A",FALSE,FALSE,FALSE,FALSE,TRUE
NOG72664,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72668,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72673,TM2 domain-containing protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72679,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72702,Uroporphyrinogen-Iii decarboxylase-like protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72715,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72722,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72724,Involved in the modulation of the specificity of the clpAP-mediated ATP-dependent protein degradation (By similarity),FALSE,FALSE,FALSE,FALSE,TRUE
NOG72730,Tn7-Like transposition protein C,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72732,"Phage transcriptional regulator, AlpA protein",TRUE,TRUE,FALSE,TRUE,TRUE
NOG72739,Peptidase C2 calpain,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72740,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72749,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72757,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72758,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72764,Major facilitator superfamily MFS_1 protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72770,Major facilitator superfamily protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72788,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72789,Heparanase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72794,Stress responsive alpha-beta barrel protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72795,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72800,Gcn5-Related N-acetyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72803,Cdp-Glycerol glycerophosphotransferase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72805,Dipeptidyl-Peptidase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72807,Flagellar basal body-associated protein FliL,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72810,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72811,Major facilitator superfamily protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72812,"Potassium inwardly-rectifying channel, subfamily J, member",TRUE,FALSE,FALSE,TRUE,TRUE
NOG72817,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72828,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72841,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72842,Relaxase/Mobilization nuclease family protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72854,Excalibur calcium-binding domain-containing protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72864,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72865,,FALSE,FALSE,TRUE,FALSE,TRUE
NOG72877,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG72880,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72883,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72899,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72901,Methyltransferase FkbM family,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72909,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72921,Sulfotransferase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72929,Pyruvate phosphate dikinase PEP/pyruvate-binding,TRUE,FALSE,FALSE,TRUE,TRUE
NOG72933,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG72935,Mechanosensitive ion channel,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72936,Acetyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72948,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72953,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72954,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72961,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72965,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72976,Acyl-Coa dehydrogenase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG72989,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72990,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72995,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG72996,Lipoprotein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73011,Phage shock protein B,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73040,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73046,F-Box protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73054,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73060,Arylsulfotransferase,TRUE,TRUE,TRUE,TRUE,TRUE
NOG73061,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73068,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73084,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73105,Protein involved in DNA alkylation,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73113,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73120,Voltage-Gated potassium channel,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73126,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73134,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73140,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73153,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73167,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73196,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73198,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73199,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73207,"Specific class of high-redox-potential 4Fe-4S ferredoxins. Functions in anaerobic electron transport in most purple and in some other photosynthetic bacteria and in at least one genus (Paracoccus) of halophilic, denitrifying bacteria protein",TRUE,FALSE,FALSE,TRUE,TRUE
NOG73214,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73235,Glutaredoxin 2 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73241,Cell division protein ZipA,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73249,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73251,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73254,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73258,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73266,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73271,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73277,Endo-Beta-N-Acetylglucosaminidase,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73288,Translocation protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73306,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73312,"VII, small subunit",FALSE,FALSE,TRUE,FALSE,FALSE
NOG73317,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73325,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73330,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73334,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73336,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73342,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73362,Rhomboid family protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73368,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73369,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73373,Cobalamin (vitamin B12) biosynthesis CbiX protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73380,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73382,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73391,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73398,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73406,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73411,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73426,Transcriptional regulator protein,TRUE,TRUE,TRUE,TRUE,TRUE
NOG73435,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73438,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73444,Glucosylceramidase,FALSE,FALSE,TRUE,FALSE,TRUE
NOG73456,Integral membrane protein,FALSE,FALSE,TRUE,FALSE,TRUE
NOG73468,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73474,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73476,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73483,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73488,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73494,Cytochrome C protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73499,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73512,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73516,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73521,Quinohemoprotein amine dehydrogenase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73532,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73540,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73550,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG73551,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73552,O-Antigen related protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73553,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73554,"2,3-Dioxygenase",TRUE,TRUE,FALSE,TRUE,TRUE
NOG73561,Gcn5-Related N-acetyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73576,Endonuclease/Exonuclease/Phosphatase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73579,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73604,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73606,Xylose isomerase domain protein TIM barrel,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73613,Prevent-Host-Death family protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73614,Preprotein translocase subunit SecG,FALSE,FALSE,FALSE,TRUE,FALSE
NOG73639,Protein involved in chemotaxis,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73642,Tonb-Dependent receptor,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73652,Amidohydrolase 2,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73655,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73660,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73666,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73670,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73671,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73679,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73682,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73695,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73697,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73703,Protein transporter,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73705,Glyoxalase/Bleomycin resistance protein/dioxygenase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73707,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73718,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73719,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73726,"ATP synthase F0, C subunit",TRUE,TRUE,TRUE,TRUE,TRUE
NOG73727,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73729,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73737,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73739,,TRUE,TRUE,TRUE,TRUE,TRUE
NOG73748,Filamentation induced by cAMP protein Fic,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73752,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73755,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73756,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73777,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73780,Glycoside hydrolase family 2 sugar binding,TRUE,FALSE,TRUE,TRUE,TRUE
NOG73790,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73796,"Transcriptional regulator, TetR family protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG73811,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG73812,Purine or other phosphorylase family 1,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73816,Major facilitator protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73846,N-Deacetylase/N-Sulfotransferase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73852,XRE family transcriptional regulator protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73858,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73865,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73885,TPR repeat-containing protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73892,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73903,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG73938,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73940,"Phosphoesterase, PA-phosphatase related",TRUE,TRUE,TRUE,TRUE,TRUE
NOG73946,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73955,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG73961,Sodium-Dependent transporter protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG73973,Flagellar protein FlgJ,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73978,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG73994,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74008,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74012,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74025,O-Antigen polymerase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74030,Sugar:Hydrogen symporter protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74034,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74050,Protein involved in protein secretion,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74055,Methylene-Tetrahydromethanopterin dehydrogenase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74065,Serine-Type endopeptidase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74087,Avirulence protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74089,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74091,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74093,Amino acid-binding ACT domain protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74099,Heme binding protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74100,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG74102,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74105,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74110,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74116,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74125,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74133,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74136,Acetyltransferase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74140,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74143,Methyltransferase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74147,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74150,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74170,Pepsy-Associated TM helix protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74180,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74183,Dual specificity protein phosphatase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74194,O-Methyltransferase,TRUE,TRUE,TRUE,TRUE,TRUE
NOG74197,Uroporphyrinogen-Iii synthase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74198,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74200,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74205,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74207,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74215,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74222,Copg/Arc/Metj protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74226,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74227,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74230,N-Acetylneuraminic acid hydroxylase,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74234,Carbon storage regulator protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74240,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74247,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74261,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74265,,FALSE,FALSE,TRUE,FALSE,TRUE
NOG74271,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74276,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74285,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG74298,Tripartite ATP-independent periplasmic transporter DctQ protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74309,Positive regulator of sigma E protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74321,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74338,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74343,,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74346,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74348,Protein involved in pathogenesis,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74352,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74365,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74388,Protein involved in mitochondrial proton-transporting ATP synthase complex assembly,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74393,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74406,Gcn5-Related N-acetyltransferase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74419,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74425,,FALSE,FALSE,FALSE,TRUE,FALSE
NOG74428,Transcriptional regulator protein,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74441,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74445,Major facilitator superfamily MFS_1 protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74449,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74461,Rieske (2Fe-2S) domain protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74462,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74469,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74472,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74473,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74479,"Cytoplasmicmembrane, score:9.99; NOG33934 non supervised orthologous group protein",FALSE,FALSE,TRUE,FALSE,FALSE
NOG74480,DNA primase,FALSE,FALSE,TRUE,FALSE,TRUE
NOG74486,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74494,"Class II, major histocompatibility complex, transactivator protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG74506,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74508,,TRUE,TRUE,TRUE,TRUE,TRUE
NOG74512,"Transcriptional regulator, MarR family protein",FALSE,FALSE,FALSE,FALSE,TRUE
NOG74520,Methyltransferase FkbM family,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74521,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74522,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74545,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74548,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74558,Stress-Responsive transcriptional regulator protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74571,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74573,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74576,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74591,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74594,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74598,Glycosyltransferase 8 domain containing 2,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74605,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74609,Protein disulfide oxidoreductase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74619,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74625,Adenylate/Guanylate cyclase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74626,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74627,Acetoacetate decarboxylase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74630,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74645,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74646,Anti-Sigma regulatory factor (serine/threonine protein kinase),FALSE,FALSE,FALSE,FALSE,TRUE
NOG74648,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74653,Transcriptional regulator protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74656,Spore germination protein,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74662,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74665,DOD family homing endonuclease,FALSE,FALSE,FALSE,TRUE,FALSE
NOG74671,Marr family protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74683,Tfp pilus assembly protein ATPase PilM-like protein,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74686,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74687,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74689,Membrane-Associated proteins in eicosanoid and glutathione metabolism,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74699,50S ribosomal protein L30; L30 binds domain II of the 23S rRNA and the 5S rRNA,TRUE,TRUE,TRUE,TRUE,TRUE
NOG74702,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74704,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74706,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74707,Metalloendopeptidase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74722,Membrane-Flanked domain protein,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74733,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74741,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74743,Serine-Type peptidase,FALSE,FALSE,TRUE,FALSE,TRUE
NOG74745,Gcn5-Related N-acetyltransferase,TRUE,FALSE,FALSE,TRUE,TRUE
NOG74748,,TRUE,TRUE,FALSE,TRUE,TRUE
NOG74756,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74765,,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74767,Red chlorophyll catabolite reductase,FALSE,FALSE,FALSE,FALSE,TRUE
NOG74768,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74769,,FALSE,FALSE,TRUE,FALSE,FALSE
NOG74774,,TRUE,TRUE,FALSE,TRUE,TRUE
